Artist 367/948 | Stage Name: Qin Fen | Full Name: Qin Fen | Gender: Male | Birth Year: 1991-08-31 | Age: 34 | Birth Place: Jiangxi, China | Nationality: Chinese | Occupation(s): Rapper, singer, host | Years Active: 2014–present | Group: None | Genre: K-pop | 
Artist 368/948 | Stage Name: Rain (entertainer) | Full Name: Jung Ji-hoon | Gender: Male | Birth Year: 1982-06-25 | Age: 43 | Birth Place: Seosan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, dancer, record producer, actor | Years Active: 1998–2000 2002–present | Group: None | Genre: K-pop | 
Artist 369/948 | Stage Name: Ravi (rapper) | Full Name: Kim Won-sik | Gender: Male | Birth Year: 1993-02-15 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, record producer | Years Active: 2012–2023 | Group: VIXX | Genre: K-pop | 
Artist 370/948 | Stage Name: Ren (South Korean singer) | Full Name: Choi Min-gi | Gender: Male | Birth Year: 1995-11-03 | Age: 30 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, actor, television personality | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 371/948 | Stage Name: RM (musician) | Full Name: Kim Nam-joon | Gender: Male | Birth Year: 1994-09-12 | Age: 31 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, songwriter, record producer | Years Active: 2010  –present | Group: BTS | Genre: K-pop, pop, hip-hop, R&B, EDM | 
Artist 372/948 | Stage Name: Rocky (singer) | Full Name: Park Min-hyuk | Gender: Male | Birth Year: 1999-02-25 | Age: 27 | Birth Place: Jinju, South Gyeongsang, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, actor | Years Active: 2015–present | Group: Astro | Genre: K-pop, electropop, synth-pop, R&B | 
Artist 373/948 | Stage Name: Roh Ji-hoon | Full Name: Roh Ji-hoon | Gender: Male | Birth Year: 1990-07-12 | Age: 35 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Singer, dancer | Years Active: 2009–2019 | Group: None | Genre: K-pop | 
Artist 374/948 | Stage Name: Roh Tae-hyun | Full Name: Roh Tae-hyun | Gender: Male | Birth Year: 1993-10-15 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): singer, dancer, musical actor | Years Active: 2014–present | Group: None | Genre: K-pop | 
Artist 375/948 | Stage Name: Rowoon | Full Name: Kim Seok-woo | Gender: Male | Birth Year: 1996-08-07 | Age: 29 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 2016–present | Group: SF9 | Genre: K-pop, dance pop, R&B, hip hop | 
Artist 376/948 | Stage Name: S.Coups | Full Name: Choi Seung-cheol | Gender: Male | Birth Year: 1995-08-08 | Age: 30 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter | Years Active: 2012 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 377/948 | Stage Name: Samuel (singer) | Full Name: Samuel Kim Arredondo | Gender: Male | Birth Year: 2002-01-17 | Age: 24 | Birth Place: Los Angeles, California, U.S. | Nationality: Korean | Occupation(s):  | Years Active: 2015–present | Group: None | Genre: K-pop | 
Artist 378/948 | Stage Name: San (singer) | Full Name: Choi San | Gender: Male | Birth Year: 1999-07-10 | Age: 26 | Birth Place: South Gyeongsang Province, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, actor | Years Active: 2018  –present | Group: Ateez | Genre: K-pop, hip hop, trap, EDM | 
Artist 379/948 | Stage Name: San E | Full Name: Jung San | Gender: Male | Birth Year: 1985-01-23 | Age: 41 | Birth Place: Bupyeong District, Incheon, South Korea | Nationality: Korean | Occupation(s): Rapper, songwriter | Years Active: 2008  –present | Group: None | Genre: K-pop | 
Artist 380/948 | Stage Name: Sanchez (rapper) | Full Name: Shin Jae-min | Gender: Male | Birth Year: 1986-10-17 | Age: 39 | Birth Place: Jecheon, South Korea | Nationality: Korean | Occupation(s): Rapper, singer | Years Active: 2010–present | Group: None | Genre: Hip hop | 
Artist 381/948 | Stage Name: Sandeul | Full Name: Lee Jung-hwan | Gender: Male | Birth Year: 1992-03-20 | Age: 33 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2011–present | Group: B1A4 | Genre: K-pop | 
Artist 382/948 | Stage Name: Sehun | Full Name: Oh Se-hun | Gender: Male | Birth Year: 1994-04-12 | Age: 31 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, actor, dancer, model | Years Active: 2012–present | Group: Exo | Genre: K-pop, R&B, hip hop, EDM, electropop, dance-pop | 
Artist 383/948 | Stage Name: Seo Eun-kwang | Full Name: Seo Eun-kwang | Gender: Male | Birth Year: 1990-11-22 | Age: 35 | Birth Place: Yongin, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, entertainer, musical actor | Years Active: 2012–present | Group: BtoB | Genre: K-pop, dance-pop, R&B, ballad, jazz, J-pop | 
Artist 384/948 | Stage Name: Seo In-guk | Full Name: Seo In-guk | Gender: Male | Birth Year: 1987-10-23 | Age: 38 | Birth Place: Ulsan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2009–present | Group: None | Genre: K-pop | 
Artist 385/948 | Stage Name: Seo Kang-joon | Full Name: Lee Seung-hwan | Gender: Male | Birth Year: 1993-10-12 | Age: 32 | Birth Place: Gunpo, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 2012  –present | Group: None | Genre: K-pop | 
Artist 386/948 | Stage Name: Seo Min-woo | Full Name: Seo Min-woo | Gender: Male | Birth Year: 1985-02-08 | Age: 41 | Birth Place: Suseong District, Daegu, South Korea | Nationality: Korean | Occupation(s): Actor, singer, dancer, promotional model | Years Active: 2006–2018 | Group: None | Genre: K-pop | 
Artist 387/948 | Stage Name: Seo Taiji | Full Name: Jeong Hyeon-cheol | Gender: Male | Birth Year: 1972-02-21 | Age: 54 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, musician, record producer | Years Active: 1989–1996 1998–present | Group: None | Genre: K-pop | 
Artist 388/948 | Stage Name: Seunghan | Full Name: Hong Seung-han | Gender: Male | Birth Year: 2003-10-02 | Age: 22 | Birth Place: Goyang, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2022  –present | Group: Riize | Genre: K-pop | 
Artist 389/948 | Stage Name: Seungkwan | Full Name: Boo Seung-kwan | Gender: Male | Birth Year: 1998-01-16 | Age: 28 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 390/948 | Stage Name: Seungmin | Full Name: Kim Seung-min | Gender: Male | Birth Year: 2000-09-22 | Age: 25 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2017–present | Group: Stray Kids | Genre: K-pop, hip-hop, electronic | 
Artist 391/948 | Stage Name: Seungri | Full Name: Lee Seung-hyun | Gender: Male | Birth Year: 1990-12-12 | Age: 35 | Birth Place: Gwangju, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor, businessman | Years Active: 2006–2019 | Group: BigBang | Genre: K-pop, J-pop, hip hop, dance, electronic, R&B | 
Artist 392/948 | Stage Name: Seven (South Korean singer) | Full Name: Choi Dong-wook | Gender: Male | Birth Year: 1984-11-09 | Age: 41 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2003–present | Group: None | Genre: K-pop | 
Artist 393/948 | Stage Name: Shin Dong-ho | Full Name: Shin Dong-ho | Gender: Male | Birth Year: 1994-06-29 | Age: 31 | Birth Place: Yeouido, South Korea | Nationality: Korean | Occupation(s): Singer, actor, DJ | Years Active: 2008–2013 | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 394/948 | Stage Name: Shin Hye-sung | Full Name: Jung Pil-kyo | Gender: Male | Birth Year: 1979-11-27 | Age: 46 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1998–present | Group: Shinhwa | Genre: K-pop, R&B, dance, hip-hop, electropop | 
Artist 395/948 | Stage Name: Shin Jung-hwan | Full Name: Shin Jung-hwan | Gender: Male | Birth Year: 1974-05-10 | Age: 51 | Birth Place: South Korea | Nationality: South Korean | Occupation(s): Singer, entertainer | Years Active: 1994–present | Group: None | Genre: K-pop | 
Artist 396/948 | Stage Name: Peniel Shin | Full Name: Peniel Dong Shin | Gender: Male | Birth Year: 1993-03-10 | Age: 32 | Birth Place: Chicago, Illinois, United States | Nationality: Korean | Occupation(s): Rapper, singer, dancer | Years Active: 2012–present | Group: BtoB | Genre: K-pop, dance-pop, R&B, ballad, jazz, J-pop | 
Artist 397/948 | Stage Name: Shin Seung-hun | Full Name: Shin Seung-hun | Gender: Male | Birth Year: 1966-04-11 | Age: 59 | Birth Place: Daejeon, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1990–present | Group: None | Genre: K-pop | 
Artist 398/948 | Stage Name: Shin Won-ho | Full Name: Shin Won-ho | Gender: Male | Birth Year: 1991-10-23 | Age: 34 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s): Singer, actor, model | Years Active: 2011–present | Group: Cross Gene | Genre: K-Pop, J-Pop | 
Artist 399/948 | Stage Name: Shindong | Full Name: Shin Dong-hee | Gender: Male | Birth Year: 1985-09-28 | Age: 40 | Birth Place: Suwon, Gyeonggi-do, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, dancer, host, radio personality, video director | Years Active: 2005–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 400/948 | Stage Name: Shotaro (rapper) | Full Name: Osaki Shotaro | Gender: Male | Birth Year: 2000-11-25 | Age: 25 | Birth Place: Kanagawa Prefecture, Japan | Nationality: Japanese | Occupation(s): Rapper, singer, dancer | Years Active: 2020  –present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 401/948 | Stage Name: Shownu | Full Name: Son Hyun-woo | Gender: Male | Birth Year: 1992-06-18 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, actor | Years Active: 2011–present | Group: Monsta X | Genre: K-pop, hip hop, trap, EDM, R&B | 
Artist 402/948 | Stage Name: Sleepy (rapper) | Full Name: Kim Sung-won | Gender: Male | Birth Year: 1984-02-21 | Age: 42 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Rapper, Singer, Songwriter, Record producer | Years Active: 2008–present | Group: None | Genre: K-pop | 
Artist 403/948 | Stage Name: Son Dong-woon | Full Name: Son Dong-woon | Gender: Male | Birth Year: 1991-06-06 | Age: 34 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2008–present | Group: Highlight | Genre: K-pop | 
Artist 404/948 | Stage Name: Son Ho-jun | Full Name: Son Ho-jun | Gender: Unknown | Birth Year: 1984-06-27 | Age: 41 | Birth Place: Gwangsan District, Gwangju, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2006  –present | Group: None | Genre: K-pop | 
Artist 405/948 | Stage Name: Son Ho-young | Full Name: Son Ho-young | Gender: Male | Birth Year: 1980-03-26 | Age: 45 | Birth Place: New Jersey, United States | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 1999–present | Group: g.o.d | Genre: K-pop, R&B | 
Artist 406/948 | Stage Name: Son Woo-hyeon | Full Name: Son Woo-hyeon | Gender: Unknown | Birth Year: 1989-11-30 | Age: 36 | Birth Place: Daejeon, South Korea[a] | Nationality: South Korean | Occupation(s): Actor, singer, songwriter | Years Active: 2009–present | Group: None | Genre: K-pop, soft rock, soul, R&B | 
Artist 407/948 | Stage Name: Song Seung-hyun | Full Name: Song Seung-hyun | Gender: Male | Birth Year: 1992-08-21 | Age: 33 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Actor, musician, singer | Years Active: 2009–2024 | Group: F.T. Island | Genre: K-rock, pop rock | 
Artist 408/948 | Stage Name: Song Yuvin | Full Name: Song Yu-bin | Gender: Male | Birth Year: 1998-04-28 | Age: 27 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2014–present | Group: None | Genre: K-pop, R&B | 
Artist 409/948 | Stage Name: Soobin (singer) | Full Name: Choi Soo-bin | Gender: Male | Birth Year: 2000-12-05 | Age: 25 | Birth Place: Ansan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2019  –present | Group: Tomorrow X Together | Genre: K-pop, disco, shoegaze, indie rock, pop | 
Artist 410/948 | Stage Name: Suga | Full Name: Min Yoon-gi | Gender: Male | Birth Year: 1993-03-09 | Age: 32 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Rapper, songwriter, record producer | Years Active: 2010–present | Group: BTS | Genre: K-pop, pop, hip-hop, R&B, EDM | 
Artist 411/948 | Stage Name: Suho | Full Name: Kim Jun-myeon | Gender: Male | Birth Year: 1991-05-22 | Age: 34 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor | Years Active: 2012–present | Group: Exo | Genre: K-pop, R&B, hip hop, EDM, electropop, dance-pop | 
Artist 412/948 | Stage Name: Sung Han-bin | Full Name: Sung Han-bin | Gender: Male | Birth Year: 2001-06-13 | Age: 24 | Birth Place: Cheonan, South Korea | Nationality: Korean | Occupation(s): Singer, dancer | Years Active: 2022–present | Group: Zerobaseone | Genre: K-pop | 
Artist 413/948 | Stage Name: Sung Hoon (singer, born 1980) | Full Name: Sung Hoon | Gender: Male | Birth Year: 1980-08-29 | Age: 45 | Birth Place: Gyeryong, Chungcheongnam-do, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2003–present | Group: Brown Eyed Soul | Genre: K-pop, R&B | 
Artist 414/948 | Stage Name: Sungchan | Full Name: Jung Sung-chan | Gender: Male | Birth Year: 2001-09-13 | Age: 24 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, dancer | Years Active: 2020  –present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 415/948 | Stage Name: Sunghoon (singer, born 2002) | Full Name: Park Sung-hoon | Gender: Male | Birth Year: 2002-12-08 | Age: 23 | Birth Place: Daejeon, South Korea | Nationality: Korean | Occupation(s): Singer, figure skater | Years Active: 2010–present | Group: Enhypen | Genre: K-pop, ,  | 
Artist 416/948 | Stage Name: Sungjin | Full Name: Park Sung-jin | Gender: Male | Birth Year: 1993-01-16 | Age: 33 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Musician, singer, songwriter, guitarist, radio host | Years Active: 2015–present | Group: Day6 | Genre: Pop rock, K-pop, pop punk, power pop | 
Artist 417/948 | Stage Name: Swings (rapper) | Full Name: Moon Ji-hoon | Gender: Male | Birth Year: 1986-10-14 | Age: 39 | Birth Place: Unknown | Nationality: Korean | Occupation(s):  | Years Active: 2008–present | Group: None | Genre: K-pop | 
Artist 418/948 | Stage Name: T.O.P | Full Name: Choi Seung-hyun | Gender: Male | Birth Year: 1987-11-04 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, lyricist, composer, record producer, actor, philanthropist | Years Active: 2006–present | Group: BigBang | Genre: K-pop, J-pop, hip hop, dance, electronic, R&B | 
Artist 419/948 | Stage Name: Tablo | Full Name: Daniel Seon Woong Lee | Gender: Male | Birth Year: 1980-07-22 | Age: 45 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, songwriter, record producer | Years Active: 1997–present | Group: Epik High | Genre: Hip hop, alternative hip hop, K-pop | 
Artist 420/948 | Stage Name: Taebin | Full Name: Danny Im | Gender: Male | Birth Year: 1980-05-06 | Age: 45 | Birth Place: Los Angeles, California, U.S. | Nationality: Korean | Occupation(s):  | Years Active: 1998-present | Group: 1TYM | Genre: K-pop, hip hop | 
Artist 421/948 | Stage Name: Taehyun (singer) | Full Name: Kang Tae-hyun | Gender: Male | Birth Year: 2002-02-05 | Age: 24 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2019–present | Group: Tomorrow X Together | Genre: K-pop, disco, shoegaze, indie rock, pop | 
Artist 422/948 | Stage Name: Taeil (singer) | Full Name: Moon Tae-il | Gender: Male | Birth Year: 1994-06-14 | Age: 31 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2015  –2024 | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 423/948 | Stage Name: Taemin | Full Name: Lee Tae-min | Gender: Male | Birth Year: 1993-07-18 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, dancer, actor | Years Active: 2008–present | Group: Shinee | Genre: K-pop, J-pop, R&B, EDM, hip hop | 
Artist 424/948 | Stage Name: Taeyang | Full Name: Dong Young-bae | Gender: Male | Birth Year: 1988-05-18 | Age: 37 | Birth Place: Uijeongbu, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, dancer | Years Active: 2006–present | Group: BigBang | Genre: K-pop, J-pop, hip hop, dance, electronic, R&B | 
Artist 425/948 | Stage Name: Taeyong | Full Name: Lee Tae-yong | Gender: Male | Birth Year: 1995-07-01 | Age: 30 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, dancer | Years Active: 2013–present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 426/948 | Stage Name: Tarzzan | Full Name: Lee Chae-won | Gender: Male | Birth Year: 2002-09-27 | Age: 23 | Birth Place: Ulsan, South Korea | Nationality: Korean | Occupation(s): Model, rapper, dancer | Years Active: 2017–present | Group: AllDay Project | Genre: K-pop | 
Artist 427/948 | Stage Name: Teddy Park | Full Name: Park Hong-jun | Gender: Male | Birth Year: 1978-09-14 | Age: 47 | Birth Place: Seoul, South Korea | Nationality: American | Occupation(s): Rapper, songwriter, record producer | Years Active: 1998–present | Group: 1TYM | Genre: K-pop, hip hop | 
Artist 428/948 | Stage Name: Ten (singer) | Full Name: Chittaphon Leechaiyapornkul | Gender: Male | Birth Year: 1996-02-27 | Age: 29 | Birth Place: Bangkok, Thailand | Nationality: Thai | Occupation(s): Singer, dancer, rapper | Years Active: 2013–present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 429/948 | Stage Name: Takuya Terada | Full Name: Takuya Terada | Gender: Male | Birth Year: 1992-03-18 | Age: 33 | Birth Place: Moriya, Ibaraki, Japan | Nationality: Japanese | Occupation(s): Actor, singer, model | Years Active: 2009–present | Group: Cross Gene | Genre: K-Pop, J-Pop | 
Artist 430/948 | Stage Name: The8 | Full Name: Xu Minghao | Gender: Male | Birth Year: 1997-11-07 | Age: 28 | Birth Place: Anshan, Liaoning, China | Nationality: Chinese | Occupation(s): Singer, dancer | Years Active: 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 431/948 | Stage Name: Thunder (singer) | Full Name: Park Sang-hyun | Gender: Male | Birth Year: 1990-10-07 | Age: 35 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor, model | Years Active: 2009–present | Group: MBLAQ | Genre: K-pop, EDM, R&B | 
Artist 432/948 | Stage Name: Tiger JK | Full Name: Seo Jung-kwon | Gender: Male | Birth Year: 1974-07-29 | Age: 51 | Birth Place: Unknown | Nationality: Korean | Occupation(s): Rapper, singer, record producer, entrepreneur, actor | Years Active: 1995–present | Group: None | Genre: K-pop, hip hop | 
Artist 433/948 | Stage Name: Mark Tuan | Full Name: Mark Yien Tuan | Gender: Male | Birth Year: 1993-09-04 | Age: 32 | Birth Place: Los Angeles, California, U.S. | Nationality: Chinese | Occupation(s): Rapper, singer, songwriter | Years Active: 2014–present | Group: Got7 | Genre: K-pop, hip hop, trap, R&B | 
Artist 434/948 | Stage Name: U-Kwon | Full Name: Kim Yu-kwon | Gender: Male | Birth Year: 1992-04-09 | Age: 33 | Birth Place: Suwon, South Korea | Nationality: Korean | Occupation(s): Singer, Dancer | Years Active: 2011–present | Group: Block B | Genre: K-pop, hip hop | 
Artist 435/948 | Stage Name: V (singer) | Full Name: Kim Tae-hyung | Gender: Male | Birth Year: 1995-12-30 | Age: 30 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2013  –present | Group: BTS | Genre: K-pop, pop, hip-hop, R&B, EDM | 
Artist 436/948 | Stage Name: Vernon (rapper) | Full Name: Hansol Vernon Chwe | Gender: Male | Birth Year: 1998-02-18 | Age: 28 | Birth Place: Manhattan, New York City, U.S. | Nationality: Korean | Occupation(s): Rapper, singer, songwriter | Years Active: 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 437/948 | Stage Name: Jackson Wang | Full Name: Wang Ka-yee | Gender: Male | Birth Year: 1994-03-28 | Age: 31 | Birth Place: Kowloon Tong, British Hong Kong | Nationality: Chinese | Occupation(s): Rapper, singer, songwriter, dancer, television host, fashion designer, creative director | Years Active: 2014–present | Group: Got7 | Genre: K-pop, hip hop, trap, R&B | 
Artist 438/948 | Stage Name: Wang Yibo | Full Name: Wang Yibo | Gender: Male | Birth Year: 1997-08-05 | Age: 28 | Birth Place: Luoyang, Henan, China | Nationality: Chinese | Occupation(s): Actor, dancer, singer, rapper, motorcycle racer, racing driver | Years Active: 2014–present | Group: Uniq | Genre: K-pop, mandopop, dance | 
Artist 439/948 | Stage Name: Yongsin Wongpanitnont | Full Name: Yongsin Wongpanitnont | Gender: Male | Birth Year: 2002-04-11 | Age: 23 | Birth Place: Phayao, Thailand | Nationality: Thai | Occupation(s): Actor, singer | Years Active: 2012–present | Group: Pow | Genre: K-pop | 
Artist 440/948 | Stage Name: Wonho | Full Name: Lee Ho-seok | Gender: Male | Birth Year: 1993-03-01 | Age: 32 | Birth Place: Gunpo, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, producer | Years Active: 2015–present | Group: Monsta X | Genre: K-pop, hip hop, trap, EDM, R&B | 
Artist 441/948 | Stage Name: Wonpil | Full Name: Kim Won-pil | Gender: Male | Birth Year: 1994-04-28 | Age: 31 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Singer, musician | Years Active: 2015–present | Group: Day6 | Genre: Pop rock, K-pop, pop punk, power pop | 
Artist 442/948 | Stage Name: Wonwoo | Full Name: Jeon Won-woo | Gender: Male | Birth Year: 1996-07-17 | Age: 29 | Birth Place: Changwon, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter | Years Active: 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 443/948 | Stage Name: Woo Jin-young | Full Name: Woo Jin-young | Gender: Male | Birth Year: 1997-05-31 | Age: 28 | Birth Place: Unknown | Nationality: Korean | Occupation(s): Singer, rapper | Years Active: 2017–present | Group: None | Genre: K-pop | 
Artist 444/948 | Stage Name: Kevin Woo | Full Name: Kevin Woo | Gender: Male | Birth Year: 1991-11-25 | Age: 34 | Birth Place: Danville, California, United States | Nationality: South Korean | Occupation(s): Singer, songwriter, television host | Years Active: 2006–present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 445/948 | Stage Name: Woody (singer) | Full Name: Kim Sang-woo | Gender: Male | Birth Year: 1992-02-02 | Age: 34 | Birth Place: Unknown | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2011–present | Group: None | Genre: R&B, K-pop | 
Artist 446/948 | Stage Name: Woodz | Full Name: Cho Seung-youn | Gender: Male | Birth Year: 1996-08-05 | Age: 29 | Birth Place: Seongnam, Gyeonggi, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, rapper, record producer | Years Active: 2014  –present | Group: Uniq | Genre: K-pop, mandopop, dance | 
Artist 447/948 | Stage Name: Wooseok | Full Name: Jung Woo-seok | Gender: Male | Birth Year: 1998-01-31 | Age: 28 | Birth Place: Gwangju, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, composer | Years Active: 2016–present | Group: Pentagon | Genre: K-pop, electronic, dance-pop | 
Artist 448/948 | Stage Name: Woozi | Full Name: Lee Ji-hoon | Gender: Male | Birth Year: 1996-11-22 | Age: 29 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, record producer | Years Active: 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 449/948 | Stage Name: Kris Wu | Full Name: Wu Yi Fan | Gender: Male | Birth Year: 1990-11-06 | Age: 35 | Birth Place: Guangzhou, Guangdong, China | Nationality: Chinese | Occupation(s): Rapper, singer, actor, model | Years Active: 2012–2021 [ 2 ] [ 3 ] | Group: Exo | Genre: K-pop, R&B, hip hop, EDM, electropop, dance-pop | 
Artist 450/948 | Stage Name: Wuno | Full Name: Woo Ji-seok | Gender: Male | Birth Year: 1990-05-11 | Age: 35 | Birth Place: Mapo, Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, record producer | Years Active: 2010–present | Group: None | Genre: K-pop | 
Artist 451/948 | Stage Name: Xiaojun | Full Name: Xiao Dejun | Gender: Male | Birth Year: 1999-08-08 | Age: 26 | Birth Place: Dongguan, Guangdong, China | Nationality: Chinese | Occupation(s): Singer, actor | Years Active: 2015–present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 452/948 | Stage Name: Xiumin | Full Name: Kim Min-seok | Gender: Male | Birth Year: 1990-03-26 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2012  –present | Group: Exo | Genre: K-pop, R&B, hip hop, EDM, electropop, dance-pop | 
Artist 453/948 | Stage Name: Yang Hyun-suk | Full Name: Yang Hyun-suk | Gender: Male | Birth Year: 1970-01-09 | Age: 56 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Entrepreneur, Record executive, rapper, singer, dancer, record producer | Years Active: 1992–2019 2023–present | Group: None | Genre: K-pop | 
Artist 454/948 | Stage Name: Yang Seung-ho | Full Name: Yang Seung-ho | Gender: Unknown | Birth Year: 1987-10-16 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2009–present | Group: MBLAQ | Genre: K-pop, EDM, R&B | 
Artist 455/948 | Stage Name: Yang Yo-seob | Full Name: Yang Yo-seob | Gender: Male | Birth Year: 1990-01-05 | Age: 36 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, musical actor | Years Active: 2009–present | Group: Highlight | Genre: K-pop | 
Artist 456/948 | Stage Name: Yeo Hoon-min | Full Name: Yeo Hoon-min | Gender: Male | Birth Year: 1991-08-16 | Age: 34 | Birth Place: Namyangju, Gyeonggi-do, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2009–present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 457/948 | Stage Name: Yeo One | Full Name: Yeo Chang-gu | Gender: Male | Birth Year: 1996-03-27 | Age: 29 | Birth Place: Daejeon, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2016–present | Group: Pentagon | Genre: K-pop, electronic, dance-pop | 
Artist 458/948 | Stage Name: Yeonjun | Full Name: Choi Yeon-jun | Gender: Male | Birth Year: 1999-09-13 | Age: 26 | Birth Place: Seongnam, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, dancer | Years Active: 2019  –present | Group: Tomorrow X Together | Genre: K-pop, disco, shoegaze, indie rock, pop | 
